Timestamp;What is your position on systemd?;Have you tried systemd?;Do you feel that systemd is breaking the UNIX philosophy?;Do you feel that systemd is bloated?;Do you feel that systemd is modular?;Do you feel that systemd is monolithic?;Do you feel that systemd is eating up other project?;What do you think about http://0pointer.de/blog/projects/why.html?;Have you been frustrated by bugs in systemd?;Do you feel obligated to use systemd?;Are you afraid systemd will destroy the GNU/Linux ecosystem?;Is systemd stopping you from using some other software?;Are you vocal about systemd?;What is your position on Red Hat?;What is your position on Avahi?;What is your position on PulseAudio?;What is your position on D-Bus?;What is your position on kdbus?;What is your position on Docker?;Do you use containerisation?;Do you use socket activation;Do you use D-Bus activation;Do you use cron?;Do you use at?;Do you encrypt your /?;Do you encrypt any other partition, besides swap?;Do you use swap?;Do you use a graphical boot?;What do you call GNU/Linux?;What is your position on smartphones?;Do you use an FSF endorsed distro?;What is your position on free software versus open source?;Are you a distro developer?;Are you a web developer?;Are you a non-web developer?;Are you a system administrator?;Are you a gamer?;Do you like the Web?;Do you like Gopher?;Do you like new and shiny?;Are you a fan of suckless.org software?;Are you a GNU Hurd fan?;What is the most important about a distro, besides freedom?;What is the second most important about a distro, besides freedom?;What is the least important about a distro, besides freedom?;Do you prefer word processors over text editors?;Do you prefer LaTeX or LibreOffice?;What text editor do you use?;Do you use an integrated development environment?;What type of window manager do you prefer?;What display server do you want to be the future?;Which operating systems do you use?;Which is your perfered operating system?;Which operating systems have you used, including currently used?;How often do you use GNU/Linux at home?;What type of distro do you perfer?;What command line shell do you use?;What is your terminal usage?;Do you use the TTY?;Do you use a login manager?;What kind of computers are you using?;When did you start using GNU, or Linux?;How old are you?;What is the highest education level you have completed?;Was you highest education level degree in computer science?;What education level are you currently engaged in?;Are you currently engaged in getting a degree in computer science?;What gender do you identify as?;Do you watch the Linux Action Show?;Do you watch Linux Unplugged?;Do you watch BSD Now?;Any comments?
11/26/2014 5:01:15;Neither;Yes;Yes;Yes;No;No;Yes;Biased;Yes;Yes;Yes;No;No;I love them;Neither;Neither;Neither;Neither;In favour;Yes;No;No;No;No;No;No;No;No;Linux;Neither;No, or yes but not because it is free;I'm for free software;No;No;Yes, back-end (exclusively or preferably);Yes;A little;No;No;Yes;Some of it;No;Flexibility;Performance;Small;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, OS X;GNU/Linux;GNU/Linux, *Solaris, OS X, Windows or ReactOS;80–100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop;2004–2007;22–25;4 years university or university college, or longer;;Postgraduate;Yes;Male;No;No;No;
11/26/2014 5:06:47;In favour;Yes;Yes;No;No;Yes;No;Biased;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;What is that?;What is that?;What is that?;What is that?;What is that?;No;What is that?;What is that?;What is that?;No;No;No;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;No;Yes;Yes;Neither;Yes;What is that?;What is that?;Performance;Bleeding edge;Small;No;What is LaTeX?;Vi-family;Yes;Tiling, or dynamic;X;GNU/Linux, Windows or ReactOS;Windows or ReactOS;GNU/Linux, *BSD, UNIX, Windows or ReactOS;20–40 %;Advanced;bash;Occasional;Yes;No;Desktop, Laptop, Tablet;1996–1999;30–39;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/26/2014 5:46:03;In favour;Yes;A bit;Yes;No;No;Yes, but I do not mind that;Legit;No;No;Yes;No;No;Neutral;Against;Neither;In favour;In favour;What is that?;No;Yes;No;No;No;No;No;Yes;No;Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;No;No;A little;Yes;No;Yes;What is that?;No;Bleeding edge;Privacy;Shiny;No;LibreOffice, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;60–80 %;Advanced;bash;I live in the terminal;Yes;No;Desktop, Laptop;2012–2013;18–21;4 years university or university college, or longer;Yes;4 years university or university college, or longer;Yes;Male;Sometimes;Sometimes;No;
11/26/2014 6:29:14;In favour;Yes;No;No;Yes;Don't know;Yes, but I do not mind that;Helpful;No;No;No;No;No;I love them;Neither;Neither;Neither;What is that?;In favour;Yes;Yes;What is that?;Yes;No;No;Yes;No;No;Linux;In favour;No, or yes but not because it is free;What is the difference?;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;Yes;No;Some of it;No, I hate it;Stability;Flexibility;Small;No;LaTeX, or similar;Other;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Other UNIX-like;100 %;Advanced;bash;I live in the terminal;Yes;What is that?;Server, Desktop, Netbook, Other;1992–1995;40–49;College;No;None;No;Male;No;No;No;
11/26/2014 6:45:42;Against;Yes;Yes;Don't know;Don't know;Don't know;Yes;;No;Yes;Yes;;No;Neither;Neither;In favour;Neither;Neither;What is that?;No;What is that?;Yes;Yes;No;No;No;Yes;No;By the name of the distribution I use;Neither;;I'm for free software;Yes;No;Yes, full-stack;Yes;No;Yes;Neither;Neither;No;;Flexibility;Privacy;Small;No;;Vi-family;No;Stacking;;GNU/Linux;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS, Other;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Other;2004–2007;22–25;High school;Yes;None;No;Female;No;No;No;
11/26/2014 7:19:57;Neither;Yes;Don't know;No;Yes;No;No;Legit;No;No;No;No;No;Neutral;What is that?;Neither;Neither;Neither;Neither;No;No;No;Yes;No;No;Yes;No;Yes;Linux;Neither;No, or yes but not because it is free;I'm for free software;No;Yes, front-end (exclusively or preferably);No;No;Yes;Yes;What is that?;Neither;No, it is stupid;No;Flexibility;Privacy;Bleeding edge;No;LibreOffice, or similar;Other;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;fish;Drop-down terminal;Yes;Yes;Laptop, Netbook, Other;2004–2007;26–29;4 years university or university college, or longer;No;None;No;Male;Yes;Yes;Sometimes;
11/26/2014 7:47:06;In favour;Yes;No;No;Yes;No;No;Legit;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;Neither;In favour;Neither;No;Yes;No;Yes;No;No;Yes;Yes;No;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for open source;No;No;Yes, full-stack;Yes;Yes;Yes;Neither;No;What is that?;No;Flexibility;Performance;Stability;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;60–80 %;Advanced;zsh;I live in the terminal;Yes;No;Server, Desktop, Portable;2004–2007;30–39;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/26/2014 7:57:36;In favour;Yes;A bit;Yes;No;Yes;Don't know;I have no opinion;No;Yes;No;No;No;Neutral;What is that?;In favour;In favour;Neither;Neither;No;No;No;Yes;What is that?;No;Yes;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, back-end (exclusively or preferably);No;Yes;A little;Yes;What is that?;Yes;No, it is stupid;What is that?;Bleeding edge;Performance;Shiny;Yes;LibreOffice, or similar;Vi-family;No;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;No;Yes;Server, Desktop, Ultrabook;2004–2007;22–25;4 years university or university college, or longer;Yes;4 years university or university college, or longer;Yes;Male;Sometimes;Yes;Sometimes;
11/26/2014 8:25:19;In favour;Yes;Yes;No;Don't know;Yes;No;I have no opinion;No;No;No;No;No;Neither;Neither;Neither;Neither;Neither;In favour;No;No;No;No;What is that?;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, back-end (exclusively or preferably);No;A little;Yes;What is that?;Yes;No;No;Bleeding edge;Flexibility;Small;No;LibreOffice, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, Windows or ReactOS;80–100 %;Advanced;bash;Occasional;No;Yes;Server, Desktop, Laptop;2012–2013;18–21;High school;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;Sometimes;
11/26/2014 8:56:21;In favour;Yes;A bit;Don't know;Yes;Don't know;Don't know;I have no opinion;No;Yes;No;No;Yes;Irrelevant, systemd is not a Red Hat project;What is that?;In favour;Neither;Neither;In favour;No;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Linux;Neither;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;Yes;Yes;What is that?;Yes;Some of it;No;Other;Other;Other;No;What is LaTeX?;Vi-family;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Netbook, Other;2008–2011;18–21;High school;Yes;None;No;Male;Yes;Yes;Sometimes;
11/26/2014 9:08:03;Neither;Yes;A bit;Yes;Don't know;Yes;Yes, but I do not mind that;;No;Yes;No;No;No;Neither;Neither;In favour;Neither;What is that?;In favour;No;What is that?;What is that?;Yes;No;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;No;Yes;What is that?;What is that?;Stability;Security;Bleeding edge;No;LibreOffice, or similar;;No;Tiling, or dynamic;Wayland;GNU/Linux, OS X, Windows or ReactOS;OS X;GNU/Linux, *BSD, OS X, Windows or ReactOS;0–20 %;Advanced;zsh;I live in the terminal;;Depends on which computer a use;Server, Desktop, Laptop;1996–1999;30–39;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/26/2014 9:10:53;Neither;Yes;Don't know;Yes;Don't know;Don't know;Yes;Biased;No;Yes;No;No;No;Neutral;Neither;Neither;Neither;Neither;Neither;Yes;No;No;Yes;What is that?;No;No;Yes;No;Linux;In favour;Yes;I'm for open source;No;Yes, full-stack;No;Yes;Yes;Yes;What is that?;Yes;What is that?;What is that?;Stability;Performance;Shiny;No;LibreOffice, or similar;Vi-family;Yes;What does all of this mean?;X;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS;0–20 %;Advanced;bash;I live in the terminal;No;No;Server, Desktop, Laptop, Tablet;2004–2007;14–17;High school;No;College;No;Male;No;No;No;
11/26/2014 9:21:37;In favour;Yes;Don't know;No;Yes;No;Don't know;Helpful;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;In favour;In favour;Neither;No;Yes;No;Yes;No;No;No;Yes;No;Linux;In favour;Yes;I'm for open source;No;No;Yes, back-end (exclusively or preferably);Yes;No;Yes;No;No;What is that?;No;Stability;Security;Shiny;No;LaTeX, or similar;Vi-family;No;Stacking;Wayland;GNU/Linux, Other;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Other UNIX-like, Other;100 %;Advanced;bash;I live in the terminal;Yes;No;Server, Desktop, Portable, Laptop, Tablet;1996–1999;40–49;College;No;College;No;Male;Sometimes;Sometimes;No;
11/26/2014 9:30:36;Neither;Yes;No;No;Don't know;Don't know;Don't know;I have no opinion;No;No;No;No;No;I love them;Neither;In favour;Neither;Neither;Neither;What is that?;What is that?;What is that?;Yes;What is that?;No;No;Yes;Yes;Linux;In favour;Yes, but not exclusively;Neither;No;No;No;No;Yes;Yes;What is that?;Yes;Some of it;No;Flexibility;Stability;Performance;No;LibreOffice, or similar;Other;;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Beginner's;bash;Drop-down terminal;No;Yes;Desktop, Laptop;2008–2011;30–39;High school;Yes;College;Yes;Male;Yes;Yes;No;
11/26/2014 9:46:35;In favour;Yes;A bit;Don't know;Don't know;Don't know;Yes, but I do not mind that;Biased;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;In favour;In favour;In favour;In favour;Yes;No;No;Yes;No;Yes;No;No;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, back-end (exclusively or preferably);No;A little;Yes;What is that?;Yes;Some of it;No;Stability;Shiny;Small;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Mir;GNU/Linux, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like;OS X;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like;20–40 %;Beginner's;zsh;I live in the terminal;No;Yes;Server, Desktop, Laptop, Tablet;2000–2003;22–25;4 years university or university college, or longer;Yes;None;No;Male;Yes;Yes;Yes;
11/26/2014 10:02:25;Neither;No;A bit;Don't know;Don't know;Don't know;Yes;I have no opinion;No;Yes;No;No;No;Neutral;Neither;In favour;Neither;Neither;In favour;No;No;No;No;No;No;No;Yes;Yes;Linux;Neither;No, or yes but not because it is free;I'm for open source;No;Yes, front-end (exclusively or preferably);No;Yes;Yes;Yes;Neither;Neither;What is that?;What is that?;Stability;Performance;Shiny;No;LibreOffice, or similar;Other;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;80–100 %;Beginner's;fish;Occasional;Yes;No;Server, Desktop, Laptop, Ultrabook;2000–2003;30–39;None;I have not graduated high school;None;No;Male;Yes;Yes;Sometimes;
11/26/2014 10:06:50;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;In favour;In favour;In favour;What is that?;In favour;Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Linux;Neither;No, or yes but not because it is free;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;What is that?;Yes;No;No;Security;Flexibility;Shiny;No;LaTeX, or similar;Other;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, UNIX, OS X, Windows or ReactOS;100 %;Advanced;bash;Drop-down terminal;No;Yes;Server, Desktop, Ultrabook, Tablet;2004–2007;30–39;College;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;No;
11/26/2014 10:30:53;Neither;Yes;Yes;Yes;Yes;Yes;Yes;I have no opinion;Yes;Yes;Yes;No;No;Irrelevant, systemd is not a Red Hat project;Against;Neither;Neither;Neither;Neither;Yes;No;No;Yes;No;No;Yes;No;No;GNU/Linux;Against;Yes, but not exclusively;I'm for free software;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;Yes;Neither;What is that?;Yes;Flexibility;Security;Shiny;No;LaTeX, or similar;Emacs-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, Plan 9 from Bell Labs;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, Plan 9 from Bell Labs, UNIX, OS X, Windows or ReactOS, Haiku or BeOS;80–100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Portable;1996–1999;30–39;College;Yes;None;No;Neither;Yes;Yes;Yes;
11/26/2014 10:44:17;Against;Yes;A bit;Yes;Don't know;Don't know;Yes;Biased;No;Yes;No;Yes, but only by its adoption by that software;Yes;Neutral;Neither;In favour;In favour;Neither;Neither;No;No;No;Yes;Yes;Yes;Yes;Yes, encrypted;No;Linux;In favour;Yes, but not exclusively;Neither;No;Yes, full-stack;Yes, back-end (exclusively or preferably);Yes;A little;Yes;No;Neither;Some of it;No;Flexibility;Stability;Performance;No;LibreOffice, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;Windows or ReactOS;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS;20–40 %;Advanced;bash;I live in the terminal;Yes;No;Server, Desktop, Tablet;2000–2003;26–29;College;Yes;None;No;Male;No;No;No;
11/26/2014 11:14:15;Neither;Yes;A bit;Yes;Don't know;Yes;Yes;Legit;No;Yes;No;No;No;Neutral;Neither;In favour;In favour;In favour;In favour;Yes;No;No;Yes;No;No;No;No;;GNU/Linux;Neither;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;Yes;Yes;Neither;Yes;Yes;Some of it;Yes;Stability;Flexibility;Shiny;No;LaTeX, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, UNIX, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the TTY;Yes;Yes;Server, Desktop, Laptop;2000–2003;26–29;3 years university or university college, or shorter;Yes;4 years university or university college, or longer;Yes;Male;No;No;No;
11/26/2014 11:20:27;Neither;It is the only thing I have used;No;No;Yes;No;Yes, but I do not mind that;Biased;No;No;No;No;No;Neutral;What is that?;Against;In favour;What is that?;Against;No;What is that?;What is that?;No;What is that?;No;No;Yes;No;By the name of the distribution I use;Neither;Yes;I'm for open source;No;No;No;No;Yes;Yes;What is that?;Neither;Some of it;What is that?;Flexibility;Performance;Shiny;No;LaTeX, or similar;Other;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;No;Desktop, Ultrabook;2008–2011;18–21;High school;Yes;3 years university or university college, or shorter;Yes;Male;Yes;Yes;No;
11/26/2014 11:32:02;Neither;Yes;A bit;Don't know;Don't know;Don't know;Yes;Biased;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;Against;Against;Neither;Neither;In favour;Yes;No;No;Yes;Yes;Yes;Yes;Yes, encrypted;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;Neither;No;Some of it;No;Flexibility;Security;Shiny;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, Other UNIX-like;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, Windows or ReactOS, Other UNIX-like;100 %;Advanced;bash;I live in the terminal;No;Yes;Server, Desktop, Laptop;2004–2007;26–29;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/26/2014 11:35:56;Neither;Yes;A bit;Don't know;Don't know;Don't know;Yes;I have no opinion;No;No;Yes;No;No;Neutral;Against;In favour;What is that?;What is that?;Neither;Yes;What is that?;What is that?;Yes;What is that?;No;Yes;No;No;By the name of the distribution I use;Against;Yes, but not exclusively;I'm for open source;No;No;No;No;A little;Yes;No;No;What is that?;;Stability;Security;Bleeding edge;No;LibreOffice, or similar;Vi-family;I'm not a developer;What does all of this mean?;Wayland;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Beginner's;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop;2008–2011;26–29;High school;No;None;No;Male;Yes;Yes;Sometimes;
11/26/2014 11:56:23;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Neutral;Neither;In favour;In favour;In favour;In favour;Yes;Yes;Yes;No;No;No;No;Yes;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for open source;Yes;No;Yes, back-end (exclusively or preferably);Yes;Yes;Yes;No;Yes;Some of it;No;Flexibility;Security;Performance;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux;GNU/Linux;GNU/Linux, Haiku or BeOS;100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Laptop;2008–2011;22–25;High school;Yes;3 years university or university college, or shorter;Yes;Male;No;No;No;
11/26/2014 12:42:22;Neither;No;Yes;Don't know;Don't know;Don't know;Yes, but I do not mind that;Biased;No;Yes;Yes;Yes;No;Neutral;Neither;Neither;Neither;Neither;In favour;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for free software;No;No;No;Yes;Yes;Yes;Neither;Yes;What is that?;No;Stability;Security;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Tiling, or dynamic;Neither;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Other;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like, Other;40–60 %;Advanced;bash;I live in the terminal;Yes;No;Server, Desktop, Portable, Laptop, Tablet;1996–1999;30–39;3 years university or university college, or shorter;No;None;No;Male;Sometimes;No;No;
11/26/2014 12:57:33;In favour;Yes;No;No;Yes;No;No;Legit;Yes;Yes;No;No;No;Neutral;Neither;In favour;In favour;In favour;In favour;Yes;Yes;Yes;No;No;;No;Yes;No;Linux;Neither;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;No;Yes;What is that?;Yes;No;No;Security;Bleeding edge;Shiny;No;LibreOffice, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;fish;I live in the terminal;No;Yes;Server, Desktop, Laptop;2004–2007;22–25;4 years university or university college, or longer;Yes;4 years university or university college, or longer;Yes;Male;Yes;Yes;Sometimes;
11/26/2014 13:01:55;In favour;Yes;A bit;No;Yes;No;No;Helpful;Yes;No;No;No;Yes;Neutral;In favour;In favour;In favour;In favour;In favour;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, encrypted;Yes;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;A little;Yes;Yes;Yes;Some of it;No;Security;Stability;Flexibility;No;LibreOffice, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;*BSD;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Portable, Laptop, Netbook, Tablet, PDA, Other;1988–1991;40–49;3 years university or university college, or shorter;No;None;No;Male;Yes;Yes;Sometimes;
11/26/2014 13:24:54;Against;Yes;A bit;No;No;Yes;Yes;Biased;Yes;Yes;No;Yes;No;Neutral;Neither;Neither;Neither;Neither;In favour;Yes;Yes;No;Yes;Yes;No;No;No;No;Linux;In favour;Yes, but not exclusively;I'm for free software;No;No;Yes, full-stack;Yes;A little;Yes;Yes;Yes;Yes;No;Stability;Security;Bleeding edge;No;LaTeX, or similar;Vi-family;No;Stacking;X;GNU/Linux, *BSD, OS X, Other;OS X;GNU/Linux, *BSD, OS X;0–20 %;Advanced;zsh;I live in the terminal;No;Depends on which computer a use;Server, Laptop;1996–1999;14–17;High school;No;None;No;Male;No;No;No;
11/26/2014 13:40:18;Against;Yes;Yes;Yes;No;Don't know;Yes;Biased;No;No;Yes;No;Yes;Neither;What is that?;Neither;;In favour;What is that?;What is that?;What is that?;Yes;Yes;No;No;Yes;Yes;No;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for free software;No;No;Yes, full-stack;Yes;A little;Yes;What is that?;Neither;Some of it;No;Flexibility;Performance;Bleeding edge;No;LibreOffice, or similar;Other;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, UNIX, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;No;Depends on which computer a use;Server, Desktop, Laptop, PDA, Other;2004–2007;26–29;3 years university or university college, or shorter;Yes;3 years university or university college, or shorter;Yes;Male;No;No;No;
11/26/2014 13:58:00;Against;Yes;Yes;Yes;Don't know;Yes;Yes;Biased;No;Yes;Yes;Yes, but only by its adoption by that software;No;Neutral;What is that?;Neither;Neither;Neither;In favour;Yes;No;No;Yes;No;No;No;Yes;Yes;GNU/Linux;In favour;Yes, but not exclusively;I'm for free software;Yes;No;Yes, back-end (exclusively or preferably);Yes;A little;Neither;What is that?;Neither;What is that?;No;Flexibility;Stability;Bleeding edge;No;LibreOffice, or similar;Other;Yes;What does all of this mean?;Neither;GNU/Linux, Windows or ReactOS, Other;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS, Other UNIX-like;100 %;Advanced;bash;Drop-down terminal;Yes;Yes;Desktop, Laptop;2004–2007;22–25;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/26/2014 14:19:49;Neither;Yes;A bit;No;Don't know;No;Yes, but I do not mind that;Helpful;Yes;No;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;In favour;In favour;Neither;No;What is that?;What is that?;Yes;No;No;;No;No;Linux;Neither;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;Yes;Yes;Neither;Yes;No, it is stupid;No;Stability;Security;Bleeding edge;Yes;LibreOffice, or similar;Other;Yes;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Tablet, Other;1996–1999;40–49;3 years university or university college, or shorter;No;None;No;Male;Yes;Yes;Sometimes;
11/26/2014 14:31:55;Neither;Yes;Yes;Don't know;Don't know;Don't know;No;I have no opinion;Yes;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;In favour;What is that?;What is that?;Neither;No;No;What is that?;No;No;No;No;Yes;Yes;By the name of the distribution I use;Against;No, or yes but not because it is free;I'm for open source;No;No;Yes, full-stack;No;A little;Yes;What is that?;No;What is that?;No;Stability;Flexibility;Small;Yes;LibreOffice, or similar;Other;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, Windows or ReactOS, Other;100 %;Beginner's;bash;Drop-down terminal;Yes;Yes;Desktop, Laptop, Netbook;2000–2003;40–49;4 years university or university college, or longer;No;None;No;Male;Yes;Yes;No;
11/26/2014 15:20:29;Neither;It is the only thing I have used;No;No;Don't know;Don't know;Don't know;Helpful;No;No;No;No;No;Neither;What is that?;Neither;Neither;What is that?;Neither;No;No;Yes;No;What is that?;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;Yes;Yes;Yes;What is that?;Yes;No;No;Bleeding edge;Flexibility;Shiny;No;What is LaTeX?;Vi-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS, Haiku or BeOS, Other;100 %;Advanced;bash;Occasional;No;Yes;Desktop, Laptop;2004–2007;30–39;High school;Yes;3 years university or university college, or shorter;No;Female;Yes;Yes;Sometimes;
11/26/2014 16:38:08;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;Yes;Neutral;In favour;In favour;Neither;In favour;Neither;Yes;Yes;No;Yes;No;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;Neither;Yes;No;No;Flexibility;Bleeding edge;Small;No;LibreOffice, or similar;Other;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;fish;I live in the terminal;No;Yes;Server, Laptop;1996–1999;26–29;None;No;None;No;Male;Sometimes;Yes;No;
